Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Total
2019,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,7,4,6,2,2,5,3,1,11,10,3,2,15
2019,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,1,1,1,2,4,0,2,0,0,1,3,4,8
2019,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,1,2,2,2,2,1,0,1,0,0,1,2,3
2019,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,2,0,0,0,0,0,0,0,0
2019,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,1,0,1,0,0,0,0,0
2019,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,19,17,13,19,18,13,10,10,15,11,14,15,40
2019,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,1,Aguascalientes,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,1,0,0,1
2019,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,4,4,2,10,12,11,4,8,7,13,6,9,28
2019,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,9,8,15,16,27,16,19,11,16,19,11,11,41
2019,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,173,173,235,272,271,290,267,278,270,284,241,240,765
2019,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,28,36,40,59,59,45,26,43,66,40,40,44,124
2019,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,1,0,0,0,0,0,0,0,1,0,0,0,0
2019,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,73,69,74,86,83,93,76,78,97,89,118,111,318
2019,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,4,17,17,0,1,12,0,0,0,0,0,0,0
2019,1,Aguascalientes,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,9,0,0,15,10,0,17,14,18,8,15,8,31
2019,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,1,0,0,0,0,0,1,0,0,0,0,0
2019,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0,1,0,0,0,0,1,1
2019,1,Aguascalientes,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,Aguascalientes,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,0,0,0,0,1,2,2,3,0,3,1,0,4
2019,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0,0,1,1,1,1,0,0,1,1
2019,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,1,1,1,0,0,0,0,0,0,0,0,0,0
2019,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,2,0,1,0,0,0,1,0,1
2019,1,Aguascalientes,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,Aguascalientes,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,1,Aguascalientes,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,Aguascalientes,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,8,5,30,33,38,21,26,33,37,45,20,35,100
2019,1,Aguascalientes,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,Aguascalientes,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,Aguascalientes,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,4,11,13,8,13,8,6,11,12,9,7,2,18
2019,1,Aguascalientes,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,16,19,23,14,18,19,19,21,19,13,19,16,48
2019,1,Aguascalientes,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,2,6,6,9,13,8,3,11,7,5,9,7,21
2019,1,Aguascalientes,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,25,24,33,38,30,32,35,36,34,45,29,30,104
2019,1,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,36,44,57,57,61,47,64,62,49,47,48,55,150
2019,1,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,96,67,83,111,123,97,90,91,97,124,78,96,298
2019,1,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1,Aguascalientes,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,1,0,0,0,0,0,0,0
2019,1,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Con violencia,4,4,3,1,4,5,14,6,8,2,12,5,19
2019,1,Aguascalientes,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,1,5,5,6,10,5,8,6,6,2,8,9,19
2019,1,Aguascalientes,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,1,0,0,2,0,0,2,0,1,0,1,2
2019,1,Aguascalientes,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,1,0,1,1,0,0,0,0,3,0,3,1,4
2019,1,Aguascalientes,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,1,0,3,5,2,6,1,0,0,1,2,3
2019,1,Aguascalientes,El patrimonio,Robo,Robo en transporte individual,Sin violencia,1,1,0,0,1,1,1,0,1,0,0,0,0
2019,1,Aguascalientes,El patrimonio,Robo,Otros robos,Con violencia,0,0,1,0,1,5,33,4,5,2,11,14,27
2019,1,Aguascalientes,El patrimonio,Robo,Otros robos,Sin violencia,176,159,186,184,205,170,174,198,176,187,145,144,476
2019,1,Aguascalientes,El patrimonio,Extorsión,Extorsión,Extorsión,12,11,10,14,8,11,12,5,6,12,9,6,27
2019,1,Aguascalientes,El patrimonio,Despojo,Despojo,Despojo,28,30,26,38,40,35,29,27,31,39,26,17,82
2019,1,Aguascalientes,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,1,0,1,2,1,2,1,1,0,2,1,0,3
2019,1,Aguascalientes,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,2,6,5,9,5,6,7,6,14,9,3,4,16
2019,1,Aguascalientes,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,1,0,1,0,1,0,0,0,0,0,0,0
2019,1,Aguascalientes,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,183,184,222,192,184,209,238,285,265,94,75,75,244
2019,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,183,125,132,132,173,176,200,180,163,156,138,122,416
2019,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,8,11,9,15,11,11,19,14,6,15,16,11,42
2019,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,40,35,31,35,33,37,30,32,28,26,35,35,96
2019,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,3,13,9,12,14,17,11,22,15,22,27,17,66
2019,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,35,33,31,23,34,33,48,26,42,39,46,35,120
2019,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,2,0,3,0,3,0,4,6,1,4,3,6,13
2019,2,Baja California,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,2,0,0,0,0,0,0
2019,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,45,35,48,27,42,60,40,46,56,34,34,13,81
2019,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,46,33,42,53,52,49,49,48,38,43,38,20,101
2019,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,77,73,91,97,101,89,104,94,96,100,94,45,239
2019,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,324,274,360,380,362,431,511,451,492,463,370,428,1261
2019,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,1,1,0,1,0,1,2
2019,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,1,0,1,2
2019,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,12,19,22,18,30,32,17,28,15,22,29,10,61
2019,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,13,13,22,18,6,22,21,10,23,32,23,16,71
2019,2,Baja California,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,124,104,106,120,121,100,121,119,105,154,159,179,492
2019,2,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,1,0,0,2,0,0,1,0,0,1,0,1
2019,2,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,1,0,1,2,1,0,1,2,0,0,2
2019,2,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,1,0,1,0,2,1,2,0,0,1,0,0,1
2019,2,Baja California,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,0,0,1,1
2019,2,Baja California,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,56,67,95,85,85,113,185,131,112,139,98,126,363
2019,2,Baja California,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0,0,0,0,0,1,3,1,0,4
2019,2,Baja California,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,2,1,0,0,1,1,0,0,0,0,0
2019,2,Baja California,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2,Baja California,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2,Baja California,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2,Baja California,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,2,Baja California,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2,Baja California,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,47,73,46,58,60,52,45,62,81,61,49,43,153
2019,2,Baja California,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,86,109,127,99,124,142,117,111,148,122,116,83,321
2019,2,Baja California,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2,Baja California,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,6,14,5,10,11,11,16,12,13,15,12,15,42
2019,2,Baja California,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,39,36,61,41,60,69,64,64,63,65,46,37,148
2019,2,Baja California,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,26,27,19,27,38,28,34,40,34,29,21,13,63
2019,2,Baja California,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,10,17,30,26,23,31,19,18,15,35,21,19,75
2019,2,Baja California,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,195,178,197,256,283,263,271,259,235,303,299,278,880
2019,2,Baja California,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,155,119,132,136,210,172,157,167,179,201,171,188,560
2019,2,Baja California,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,1,1,1,1,1,0,0,0,0
2019,2,Baja California,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,1,0,0,0,0,0,0,0,0,1,1
2019,2,Baja California,El patrimonio,Robo,Robo en transporte público individual,Con violencia,1,1,0,0,3,2,1,0,0,0,1,0,1
2019,2,Baja California,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,1,0,0,0,1,1,1,0,0,0,0,0
2019,2,Baja California,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,1,3,4,0,0,1,1,2,2,2,1,2,5
2019,2,Baja California,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,1,0,1,0,0,1,0,0,0,0,0,1,1
2019,2,Baja California,El patrimonio,Robo,Robo en transporte individual,Con violencia,1,0,0,1,0,3,0,2,2,1,0,1,2
2019,2,Baja California,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,1,1,1,2,0,0,0,2,0,0,2
2019,2,Baja California,El patrimonio,Robo,Otros robos,Con violencia,110,77,81,183,113,93,105,109,107,118,95,125,338
2019,2,Baja California,El patrimonio,Robo,Otros robos,Sin violencia,450,476,473,484,493,524,473,564,452,518,459,456,1433
2019,2,Baja California,El patrimonio,Extorsión,Extorsión,Extorsión,19,11,15,8,18,19,28,22,22,18,18,20,56
2019,2,Baja California,El patrimonio,Despojo,Despojo,Despojo,62,73,78,96,102,97,120,114,116,138,115,88,341
2019,2,Baja California,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,2,Baja California,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,11,14,28,19,19,16,15,25,20,25,50,33,108
2019,2,Baja California,La sociedad,Trata de personas,Trata de personas,Trata de personas,1,1,3,0,3,0,3,2,1,0,0,5,5
2019,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,847,733,801,899,919,810,872,892,688,980,899,967,2846
2019,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,7,2,8,6,2,0,0,3,1,1,2,1,4
2019,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,1,0,1,0,2,1,1,0,0,2,0,0,2
2019,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,4,3,4,1,1,2,4,0,1,3,0,0,3
2019,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,1,0,0,2,1,0,0,4,4,1,3,1,5
2019,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,5,7,4,9,7,6,2,9,11,11,5,8,24
2019,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,0,0,0,0,0,0,1,0,1
2019,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,1,0,0,0,1,0,0,0,0,0,0
2019,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,0,0,0,2,2,2,0,0,2,2,0,1,3
2019,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,3,0,0,0,6,1,0,1,14,1,3,6,10
2019,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,11,11
2019,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,110,105,118,108,112,179,172,129,121,114,120,100,334
2019,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,1,0,1
2019,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,22,27,19,17,26,12,19,23,22,16,19,26,61
2019,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,1,0,0,0,0,0,1,0,0,0,0,3,3
2019,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,8,2,10,17,5,19,2,7,5,10,1,4,15
2019,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,1,1,0,2
2019,3,Baja California Sur,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,9,12,12,24,16,20,23,13,15,16,25,15,56
2019,3,Baja California Sur,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,1,1,2,0,0,0,0
2019,3,Baja California Sur,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,16,19,21,16,8,16,18,6,8,15,13,9,37
2019,3,Baja California Sur,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,22,24,26,22,26,37,31,21,31,34,20,21,75
2019,3,Baja California Sur,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,3,5,1,6,2,2,1,2,11,12,4,27
2019,3,Baja California Sur,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,1,0,0,1,0,1,3,1,0,0,3,1,4
2019,3,Baja California Sur,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,18,14,19,14,12,18,14,17,19,24,18,23,65
2019,3,Baja California Sur,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,2,4,0,2,2,0,5,5,2,2,2,1,5
2019,3,Baja California Sur,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,6,7,5,3,0,6,6,9,9,4,4,3,11
2019,3,Baja California Sur,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,0,0,0,1,8,6,18,19,16,21,19,18,58
2019,3,Baja California Sur,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0,0,0,0,3,7,3,1,4,3,2,9
2019,3,Baja California Sur,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,3,6,6,2,2,10,8,3,21
2019,3,Baja California Sur,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0,3,0,1,0,1,5,6
2019,3,Baja California Sur,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,1,0,0,0,0,0,1,3,4
2019,3,Baja California Sur,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,0,0,0,0,0,0,0,2,2
2019,3,Baja California Sur,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,3,Baja California Sur,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0,0,0,0,0,1,1,0,0,1,1
2019,3,Baja California Sur,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0,0,0,1,0,0,0,0,0,2,2
2019,3,Baja California Sur,El patrimonio,Robo,Otros robos,Con violencia,70,73,72,33,49,42,14,48,26,29,39,19,87
2019,3,Baja California Sur,El patrimonio,Robo,Otros robos,Sin violencia,444,396,421,424,383,344,353,407,339,334,288,266,888
2019,3,Baja California Sur,El patrimonio,Extorsión,Extorsión,Extorsión,36,23,15,17,7,10,21,12,14,11,6,13,30
2019,3,Baja California Sur,El patrimonio,Despojo,Despojo,Despojo,18,30,21,40,35,26,26,32,27,41,27,22,90
2019,3,Baja California Sur,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,0,0,12,1,1,0,2
2019,3,Baja California Sur,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,0,3,7,6,4,5,3,3,6,6,6,8,20
2019,3,Baja California Sur,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,1,0,0,0,0,2,0,0,0,0,0
2019,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,55,35,62,53,42,48,36,38,37,32,27,14,73
2019,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,0,4,0,3,4,1,2,6,0,8,2,3,13
2019,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,3,1,1,1,5,2,3,3,1,0,1,0,1
2019,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,0,1,0,0,2,2,3,5,3,0,3,6
2019,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,1,0,0,1,0,0,0,0,1,0,0,0,0
2019,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,5,7,8,9,4,2,4,1,4,6,5,1,12
2019,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,1,0,0,0,0,0,1,0,0,0,0,0
2019,4,Campeche,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,1,1,1,2,0,1,1,0,1,1,2,2,5
2019,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,3,4,3,3,1,1,2,3,0,0,1,0,1
2019,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,13,7,8,6,5,5,6,1,5,7,6,6,19
2019,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,4,11,6,5,7,4,5,3,6,8,6,3,17
2019,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,Campeche,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,4,Campeche,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,1,1
2019,4,Campeche,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,4,Campeche,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,0,1,0,0,1,0,0,1,1,2
