Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Total
2019,19,Nuevo Leon,El patrimonio,Robo,Robo en transporte público individual,Con violencia,17,13,3,2,5,6,2,8,4,3,1,5,9
2019,19,Nuevo Leon,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,8,2,1,3,0,1,2,1,1,1,1,2,4
2019,19,Nuevo Leon,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,4,4,6,4,1,2,2,3,5,0,6,2,8
2019,19,Nuevo Leon,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,2,1,2,3,3,1,2,0,3,2,1,6
2019,19,Nuevo Leon,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,2,2,1,2,5,2,2,3,0,2,1,3
2019,19,Nuevo Leon,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,1,0,0,0,2,0,3,0,1,0,3,4
2019,19,Nuevo Leon,El patrimonio,Robo,Otros robos,Con violencia,16,14,18,13,12,10,13,11,9,14,7,13,34
2019,19,Nuevo Leon,El patrimonio,Robo,Otros robos,Sin violencia,348,335,360,333,342,359,326,324,325,439,375,569,1383
2019,19,Nuevo Leon,El patrimonio,Extorsión,Extorsión,Extorsión,40,43,38,39,38,56,29,65,33,56,46,26,128
2019,19,Nuevo Leon,El patrimonio,Despojo,Despojo,Despojo,59,68,77,71,57,85,66,85,60,82,67,69,218
2019,19,Nuevo Leon,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,19,Nuevo Leon,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,15,19,13,20,14,17,6,13,17,19,12,8,39
2019,19,Nuevo Leon,La sociedad,Trata de personas,Trata de personas,Trata de personas,5,1,0,0,3,4,4,4,4,5,4,4,13
2019,19,Nuevo Leon,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,240,227,276,260,280,310,421,313,306,319,279,254,852
2019,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,70,45,58,65,57,80,69,72,59,79,64,75,218
2019,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,4,10,5,5,15,10,11,11,9,11,5,12,28
2019,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,1,4,7,7,7,5,6,10,4,6,9,7,22
2019,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,2,4,3,5,6,3,5,1,2,3,1,2,6
2019,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,1,0,0,0,0,0,1,1,1,0,2,3
2019,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,28,46,41,41,51,25,45,38,33,40,31,43,114
2019,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,37,17,18,31,22,18,20,38,19,25,28,33,86
2019,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,6,5,7,4,10,5,14,3,2,4,1,7,12
2019,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,24,20,24,21,16,30,22,27,16,10,23,21,54
2019,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,26,26,28,41,33,36,38,34,32,30,32,24,86
2019,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,276,317,391,335,397,389,332,327,321,369,366,350,1085
2019,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,9,9,5,3,9,5,9,9,7,2,3,1,6
2019,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,1,0,0,0,0,0,0,0,1,0,0,1
2019,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,1,0,0,1
2019,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,69,82,77,87,89,57,73,83,74,66,73,85,224
2019,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,7,9,11,9,8,15,10,14,14,7,7,10,24
2019,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,2,3,0,3,0,0,1,1,0,0,1
2019,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,2,1,0,1,0,0,1,0,1,0,1,1,2
2019,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,1,1,1,0,2,2,1,0,1,1,0,0,1
2019,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,1,0,0,0,2,1,0,1,1,0,1,0,1
2019,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,1,1,0,1,0,0,1
2019,20,Oaxaca,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,21,30,34,32,25,18,22,25,19,20,21,23,64
2019,20,Oaxaca,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,5,1,3,0,1,5,2,2,1,3,0,0,3
2019,20,Oaxaca,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,20,Oaxaca,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,20,Oaxaca,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,20,Oaxaca,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,20,Oaxaca,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,20,Oaxaca,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,20,Oaxaca,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,17,14,19,17,16,24,15,18,20,21,13,8,42
2019,20,Oaxaca,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,39,44,62,58,67,45,44,61,52,54,53,43,150
2019,20,Oaxaca,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,10,20,14,12,7,12,10,18,14,23,18,10,51
2019,20,Oaxaca,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,8,9,10,7,2,4,3,7,13,4,4,21
2019,20,Oaxaca,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,19,34,51,35,40,35,44,40,25,37,37,30,104
2019,20,Oaxaca,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,12,11,12,21,20,23,14,19,16,28,30,15,73
2019,20,Oaxaca,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,3,8,4,1,3,2,1,0,0,5,8,12,25
2019,20,Oaxaca,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,85,96,98,91,98,85,77,97,95,93,109,94,296
2019,20,Oaxaca,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,46,49,50,57,70,77,85,85,71,76,61,52,189
2019,20,Oaxaca,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,17,9,12,15,11,12,0,6,7,11,7,3,21
2019,20,Oaxaca,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,11,19,14,11,21,23,12,19,17,20,10,8,38
2019,20,Oaxaca,El patrimonio,Robo,Robo en transporte público individual,Con violencia,1,2,0,0,0,0,3,1,0,0,11,3,14
2019,20,Oaxaca,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,0,0,1,2,0,0,1,0,1
2019,20,Oaxaca,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,15,12,9,5,17,9,2,7,13,10,10,12,32
2019,20,Oaxaca,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,14,9,10,12,8,17,13,9,11,15,16,9,40
2019,20,Oaxaca,El patrimonio,Robo,Robo en transporte individual,Con violencia,3,1,1,6,4,3,1,3,9,5,2,2,9
2019,20,Oaxaca,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,1,0,0,1,1,2,1,2,0,0,2
2019,20,Oaxaca,El patrimonio,Robo,Otros robos,Con violencia,92,78,63,78,79,76,115,83,95,109,94,58,261
2019,20,Oaxaca,El patrimonio,Robo,Otros robos,Sin violencia,269,246,241,248,254,245,225,265,255,292,260,206,758
2019,20,Oaxaca,El patrimonio,Extorsión,Extorsión,Extorsión,11,10,13,16,10,10,9,12,17,7,12,4,23
2019,20,Oaxaca,El patrimonio,Despojo,Despojo,Despojo,54,51,62,82,61,61,76,70,85,63,58,46,167
2019,20,Oaxaca,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,1,0,0,0,0,1,0,0,0,0,0,0,0
2019,20,Oaxaca,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,1,0,2,2,3,1,3,3,0,2,2,4,8
2019,20,Oaxaca,La sociedad,Trata de personas,Trata de personas,Trata de personas,2,5,0,0,0,0,0,0,2,1,0,0,1
2019,20,Oaxaca,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,27,32,30,30,33,33,26,51,44,29,20,21,70
2019,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,55,95,66,53,88,65,67,63,61,55,46,66,167
2019,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,9,10,14,9,6,6,13,7,9,12,11,8,31
2019,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,13,14,19,20,18,16,20,16,17,20,21,18,59
2019,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,1,0,1,0,0,0,0,0,0,0,0,0,0
2019,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,1,0,0,0,0,0,0,0,0,0,0
2019,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,1,0,0,0,0,0,0,0,0,0,0,0
2019,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,53,56,76,56,47,40,37,24,37,49,36,38,123
2019,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,1,0,0,1,1,0,0,0,0,1,1
2019,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,38,43,65,31,40,42,42,45,40,42,33,46,121
2019,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,18,24,34,23,40,34,37,37,20,42,39,29,110
2019,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,171,337,532,477,510,384,432,362,265,328,285,255,868
2019,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0,0,0,34,26,23,15,14,13,16,43
2019,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,2,1,1,0,0,0,0,0,0,0
2019,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,29,64,76,60,83,69,68,50,61,52,53,66,171
2019,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,6,13,17,18,15,14,23,13,8,12,21,10,43
2019,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0,0,0,3,0,1,1,0,0,0,0
2019,21,Puebla,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,3,0,1,0,3,0,2,3,2,2,0,0,2
2019,21,Puebla,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,1,0,3,1,1,2,3,1,0,2,1,0,3
2019,21,Puebla,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,4,0,3,2,3,2,1,0,3,1,5,2,8
2019,21,Puebla,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,21,Puebla,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,3,4,6,6,10,15,49,29,29,30,24,21,75
2019,21,Puebla,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,11,10,10,4,7,4,2,10,2,3,2,3,8
2019,21,Puebla,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,21,Puebla,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,21,Puebla,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,21,Puebla,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,21,Puebla,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,21,Puebla,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,21,Puebla,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,79,84,80,80,87,82,38,51,35,34,19,33,86
2019,21,Puebla,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,40,53,57,59,70,53,66,67,64,78,52,53,183
2019,21,Puebla,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,16,18,35,22,35,26,36,36,21,25,12,20,57
2019,21,Puebla,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,3,4,5,1,5,7,8,5,4,6,11,7,24
2019,21,Puebla,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,56,38,69,49,57,39,39,38,49,51,39,38,128
2019,21,Puebla,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,34,28,28,23,33,28,31,35,34,44,19,20,83
2019,21,Puebla,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,9,13,21,20,10,30,22,51,60,59,47,35,141
2019,21,Puebla,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,110,162,232,224,236,222,265,247,168,166,152,138,456
2019,21,Puebla,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,7,5,12,18,21,44,68,51,45,52,40,45,137
2019,21,Puebla,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,21,Puebla,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,21,Puebla,El patrimonio,Robo,Robo en transporte público individual,Con violencia,13,16,16,10,19,13,17,22,10,13,6,7,26
2019,21,Puebla,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,1,3,5,1,4,0,1,1,3,1,1,2,4
2019,21,Puebla,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,26,23,36,48,34,29,39,30,17,12,9,14,35
2019,21,Puebla,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,3,6,12,9,5,10,10,9,4,1,5,3,9
2019,21,Puebla,El patrimonio,Robo,Robo en transporte individual,Con violencia,20,17,37,39,26,40,43,51,20,21,18,30,69
2019,21,Puebla,El patrimonio,Robo,Robo en transporte individual,Sin violencia,32,35,90,80,93,80,79,59,62,57,52,36,145
2019,21,Puebla,El patrimonio,Robo,Otros robos,Con violencia,221,233,304,342,317,278,347,272,231,262,250,299,811
2019,21,Puebla,El patrimonio,Robo,Otros robos,Sin violencia,276,307,448,446,418,352,391,324,271,297,246,186,729
2019,21,Puebla,El patrimonio,Extorsión,Extorsión,Extorsión,9,15,17,11,15,21,26,27,11,15,15,10,40
2019,21,Puebla,El patrimonio,Despojo,Despojo,Despojo,55,113,175,173,107,140,153,94,82,113,76,73,262
2019,21,Puebla,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,21,Puebla,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,4,5,6,3,4,3,3,4,1,5,4,2,11
2019,21,Puebla,La sociedad,Trata de personas,Trata de personas,Trata de personas,3,1,2,1,0,1,4,1,1,1,0,2,3
2019,21,Puebla,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,31,24,37,32,43,38,47,37,47,55,53,40,148
2019,22,Queretaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,6,11,11,8,9,8,8,12,11,4,5,9,18
2019,22,Queretaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,3,3,3,3,3,2,5,1,6,4,2,3,9
2019,22,Queretaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,3,2,3,1,3,1,4,3,2,1,5,3,9
2019,22,Queretaro,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,1,0,1,1,0,0,0,1,1,0,0,0,0
2019,22,Queretaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,Queretaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,Queretaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,25,31,32,27,28,19,23,26,26,21,34,31,86
2019,22,Queretaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,1,1,0,0,1,0,0,1,0,0,0,0
2019,22,Queretaro,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,Queretaro,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,16,8,14,10,14,9,9,12,3,10,6,8,24
2019,22,Queretaro,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,28,27,26,30,38,35,27,25,42,26,23,20,69
2019,22,Queretaro,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,343,360,438,436,544,462,440,389,431,424,350,439,1213
2019,22,Queretaro,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,15,18,25,7,18,16,23,22,22,1,1,0,2
2019,22,Queretaro,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,1,1,0,1,1,0,0,1,0,0,0,0
2019,22,Queretaro,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,Queretaro,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,73,65,61,61,76,64,72,84,95,69,74,75,218
2019,22,Queretaro,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,3,3,6,3,2,2,4,3,4,2,5,0,7
2019,22,Queretaro,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,2,1,3,1,1,2,1,4,5,16,4,21,41
2019,22,Queretaro,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,0,0,0,1,0,0,0,0,1,0,1
2019,22,Queretaro,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,1,0,0,1,0,0,0,0,0,0,0
2019,22,Queretaro,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,0,2,1,0,0,2,1,0,0,0,0
2019,22,Queretaro,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,Queretaro,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,67,70,72,76,73,72,95,84,80,85,80,86,251
2019,22,Queretaro,Libertad personal,Secuestro,Secuestro,Secuestro extorsivo,1,2,1,0,2,0,0,0,0,0,0,2,2
2019,22,Queretaro,Libertad personal,Secuestro,Secuestro,Secuestro con calidad de rehén,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,Queretaro,Libertad personal,Secuestro,Secuestro,Secuestro para causar daño,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,Queretaro,Libertad personal,Secuestro,Secuestro,Secuestro exprés,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,Queretaro,Libertad personal,Secuestro,Secuestro,Otro tipo de secuestros,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,Queretaro,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,Queretaro,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,Queretaro,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,3,1,4,3,10,5,7,4,7,2,4,2,8
2019,22,Queretaro,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,29,47,48,54,59,44,50,57,34,39,39,40,118
2019,22,Queretaro,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,11,14,14,19,17,19,22,37,31,33,44,33,110
2019,22,Queretaro,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,22,Queretaro,La libertad y la seguridad sexual,Violación simple,Violación simple,Violación simple,20,24,29,33,44,47,49,33,28,44,43,51,138
2019,22,Queretaro,La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Violación equiparada,3,9,8,7,12,5,9,12,5,7,11,14,32
2019,22,Queretaro,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,3,4,6,4,6,3,5,5,5,5,2,3,10
2019,22,Queretaro,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,69,68,62,83,73,62,65,74,74,77,68,63,208
2019,22,Queretaro,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,55,65,53,62,72,60,48,63,72,85,88,53,226
2019,22,Queretaro,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,6,5,7,9,8,5,9,3,4,9,7,7,23
2019,22,Queretaro,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,8,9,0,5,6,3,13,4,8,7,1,15,23
2019,22,Queretaro,El patrimonio,Robo,Robo en transporte público individual,Con violencia,4,8,8,6,2,4,8,3,10,5,6,10,21
2019,22,Queretaro,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,4,6,7,2,4,2,4,5,7,3,7,10,20
2019,22,Queretaro,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,7,5,3,5,2,7,6,10,17,31,25,12,68
2019,22,Queretaro,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,9,2,1,8,10,9,7,11,7,16,26,15,57
2019,22,Queretaro,El patrimonio,Robo,Robo en transporte individual,Con violencia,10,14,15,16,16,26,15,18,19,23,8,10,41
2019,22,Queretaro,El patrimonio,Robo,Robo en transporte individual,Sin violencia,12,6,4,20,19,16,12,10,16,20,15,17,52
2019,22,Queretaro,El patrimonio,Robo,Otros robos,Con violencia,11,10,18,9,11,10,8,10,12,15,11,10,36
2019,22,Queretaro,El patrimonio,Robo,Otros robos,Sin violencia,952,930,997,933,873,928,959,968,859,1014,939,1008,2961
2019,22,Queretaro,El patrimonio,Extorsión,Extorsión,Extorsión,14,33,20,13,23,19,38,35,14,20,16,14,50
2019,22,Queretaro,El patrimonio,Despojo,Despojo,Despojo,69,71,83,72,73,73,81,66,65,69,66,62,197
2019,22,Queretaro,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,0,0,0,1,0,0,1,1,1,2,0,1,3
2019,22,Queretaro,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,0,0,0,0,0,0,0,0,0,0,0,1,1
2019,22,Queretaro,La sociedad,Trata de personas,Trata de personas,Trata de personas,0,0,0,0,0,0,0,0,0,0,1,1,2
2019,22,Queretaro,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo,Narcomenudeo,139,133,138,139,165,158,152,119,117,126,107,86,319
2019,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,32,38,37,46,20,31,43,24,24,37,37,44,118
2019,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,6,4,3,4,3,7,11,9,11,4,3,3,10
2019,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,18,17,13,18,7,10,15,27,19,20,11,4,35
2019,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,1,1,1,1,2,0,0,4,3,1,0,11,12
2019,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,0,0,0,0,2,0,0,1,1
2019,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,24,13,19,20,18,15,15,13,9,9,9,8,26
2019,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,30,26,36,40,33,33,34,30,39,32,34,8,74
2019,23,Quintana Roo,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,19,15,28,7,27,26,15,31,22,11,22,42,75
